node_id,cluster_label,longitude,latitude
0,3108,-97.79514,30.235909
1,3108,2.3333287,48.86338
2,3108,-118.26716,34.043022
3,3,-122.40761,37.782604
4,3108,-73.98687,40.761177
5,127,-97.7494,30.269102
6,3647,-122.42353,37.779415
7,3113,-94.76637,38.911922
8,3665,-94.754524,38.896427
9,3665,-80.20965,26.284668
10,3108,-49.2671,-25.43723
11,3108,-123.12839,49.278137
12,3108,-71.08741,42.347015
13,3108,-73.98517,40.758804
14,3108,-104.98869,39.736942
15,127,-89.94492,35.118378
16,3108,-117.18913,33.137627
17,127,-97.73959,30.322706
18,116,-96.63409,32.800278
19,3108,-117.922676,33.809734
20,3108,-73.98239,40.755875
21,3108,-76.01725,42.032112
22,3108,-121.99594,37.33168
23,379,-122.386696,37.748604
24,4354,-122.02599,36.97402
25,1238,-97.74521,30.28112
26,173,-94.6432,38.884747
27,5401,-97.877495,30.20174
28,3108,-97.799446,30.47222
29,127,-97.7494,30.269102
30,3108,-97.79488,30.237083
31,3108,-73.977196,40.754467
32,32,-96.82307,33.079536
33,3108,-73.96683,40.78054
34,3108,-86.15552,39.763916
35,3108,-122.38615,37.616356
36,3108,-121.711296,45.330986
37,3108,-97.74244,30.304838
38,3108,-122.252,37.826576
39,3108,-118.435936,34.048573
40,3108,-97.70208,30.423712
41,3108,-82.55356,35.59724
42,3108,-84.331764,33.759644
43,270,-94.60817,38.969017
44,44,-87.6771,41.911823
45,3108,-93.16946,44.986435
46,127,-97.66713,30.201557
47,3108,-122.4837,37.700718
48,3108,-97.718956,30.338121
49,184,-105.280785,40.016804
50,291,-122.67336,45.52268
51,16434,-123.29237,49.37318
52,4354,-122.11509,37.453644
53,3108,-79.053055,35.98094
54,5401,-97.521416,35.47926
55,3108,-81.35713,41.142986
56,4354,-122.432556,37.785084
57,3108,-115.14908,36.0849
58,173,-94.90692,39.285393
59,3605,-95.25059,38.95807
60,127,-97.74931,30.26791
61,3108,8.40034,48.99412
62,3108,-86.79523,33.463284
63,63,-81.49244,28.387228
64,379,-122.15954,37.448135
65,33256,-115.14684,36.080944
66,3108,-0.11875637,51.503223
67,3108,-122.14588,37.42523
68,3108,-97.864914,30.232866
69,270,-94.60884,38.990273
70,70,-122.080864,37.394577
71,3108,-97.8069,30.257622
72,3108,-122.43114,37.463123
73,3108,-97.77164,30.235518
74,3108,-97.749596,30.317026
75,3108,-122.715546,42.198376
76,3108,-122.38917,37.79078
77,127,18.480019,-34.102394
78,379,-122.20155,37.432007
79,3108,-121.81538,36.859947
80,3108,-122.3245,37.563583
81,3108,-122.361885,38.402435
82,127,-97.74931,30.26791
83,116,-96.76299,32.95459
84,3108,-97.42897,37.652874
85,85,-97.77117,30.266346
86,4354,-122.05478,38.26071
87,3108,-122.43071,37.761322
88,127,-97.037994,32.966373
89,184,-105.05277,39.9123
90,3108,-122.08805,37.422356
91,3108,-97.16006,32.98155
92,127,-97.83701,30.229637
93,3108,-0.091667175,51.52044
94,3108,-0.20080008,51.544228
95,3108,-122.393684,37.795685
96,3108,-97.66713,30.201557
97,97,7.7484736,48.581238
98,379,-122.20155,37.432007
99,4354,-122.172775,37.426617
100,270,-94.59144,39.052925
101,4354,-122.161026,37.44484
102,3108,-97.746185,30.265036
103,270,-94.68613,38.95576
104,3108,-122.26453,37.809822
105,3108,-97.7528,30.389168
106,3108,-97.740166,30.265415
107,3108,-122.626945,47.56335
108,3108,-76.67097,39.179844
109,3108,-97.807304,30.258003
110,3108,-80.13868,26.191471
111,111,3.0352235,50.623375
112,3108,-97.78427,30.295244
113,15853,-96.795135,32.79615
114,4354,-122.13187,37.457455
115,3108,-122.025536,37.417892
116,116,-96.78612,32.844288
117,3108,-80.23886,25.95793
118,270,-118.407166,33.94354
119,7263,-120.24832,39.191788
120,3108,-122.32409,37.566074
121,4354,-122.00613,37.32844
122,3108,-97.76884,30.188686
123,123,-122.39459,37.784
124,7315,-92.39922,34.713783
125,125,-122.39459,37.784
126,3108,-75.24167,39.87727
127,127,-97.74931,30.26791
128,3108,-94.81737,38.85103
129,184,-104.80364,38.950993
130,3108,-97.73839,30.259377
131,270,-82.48275,27.9315
132,3108,-73.990585,40.738144
133,3108,-71.409485,41.82819
134,7660,-86.08277,39.63852
135,7660,-86.29967,39.712734
136,3108,-97.76181,30.261751
137,137,-90.480034,38.682987
138,3108,-120.24832,39.191788
139,1652,10.755992,59.9128
140,3108,-97.72672,30.407848
141,1238,-97.74521,30.28112
142,3108,-122.4319,37.751316
143,4354,-97.7494,30.269102
144,32430,-122.400955,37.636288
145,145,-122.395164,37.784725
146,3108,-87.63885,41.896484
147,379,-122.42226,37.76478
148,3108,-94.79271,29.30437
149,1238,-97.74947,30.249365
150,3108,11.072981,49.45971
151,3108,-97.70057,30.252884
152,5537,-7.9942293,31.63164
153,154,-117.66955,33.557953
154,154,-117.74616,33.651085
155,3108,-97.73818,30.282742
156,127,-97.74931,30.26791
157,3108,2.3868163,48.89393
158,1652,18.076918,59.330086
159,3108,-122.38615,37.616356
160,3108,-105.06287,40.589222
161,3108,-95.59225,29.961632
162,379,-122.3733,37.819798
163,3108,-97.75096,30.260235
164,379,-122.393684,37.778645
165,3108,-97.74169,30.262005
166,3108,-149.83827,61.20781
167,3108,-122.442116,37.800068
168,3108,-111.97959,41.074017
169,3108,-122.34963,47.65032
170,3108,-105.12215,40.13917
171,3108,-105.11705,40.14032
172,3,-122.39096,37.778404
173,173,-94.6702,38.894547
174,173,-94.74263,38.897938
175,270,-94.71605,39.297443
176,270,-94.59058,39.062157
177,3108,16.56088,48.11991
178,4354,-116.90148,33.92538
179,26715,4.4578424,51.911545
180,3108,-122.39771,37.789627
181,379,-122.39635,37.780605
182,3108,-97.83079,30.215866
183,3108,-98.13113,29.707792
184,184,-105.27736,40.01685
185,9389,12.457263,41.909214
186,431,-95.88456,36.07452
187,3108,-97.721214,30.208054
188,3108,-97.71772,30.203918
189,3108,-97.747635,30.26926
190,3108,-97.738716,30.312662
191,3108,-97.74216,30.269075
192,184,-76.96628,41.248566
193,3108,-97.75096,30.260235
194,194,-114.08111,51.040222
195,195,-115.28006,36.100697
196,4354,-122.15255,37.41576
197,5401,-97.56674,35.612007
198,5401,-97.54757,35.36088
199,3108,-97.80775,30.25816
200,3570,-122.143005,37.42576
201,3108,-87.76528,42.090824
202,3108,-73.78281,40.643883
203,203,-95.13778,29.543333
204,3108,-97.76799,30.241968
205,431,-96.760124,32.778305
206,3108,-75.15026,39.950108
207,235,-94.57861,39.00782
208,208,-122.3498,47.650238
209,209,-122.42274,37.794968
210,6816,-97.28218,37.742466
211,3108,-97.747475,30.298037
212,3,-122.403564,37.78648
213,3,-122.434525,37.740566
214,116,-96.784424,32.784195
215,3108,-93.61847,41.58305
216,39350,-87.65415,41.913216
217,184,-105.27465,40.019295
218,3108,-122.46893,37.770985
219,3108,-122.204666,47.98
220,3108,-97.74029,30.332247
221,3108,-74.05858,41.083534
222,3108,-117.86731,33.912514
223,379,-122.4226,37.764885
224,3108,-121.95282,37.323086
225,16434,-122.99005,49.225136
226,270,-94.58173,39.10211
227,3108,-122.21186,37.46933
228,3108,153.26826,-27.524036
229,3108,-122.229095,37.486137
230,3108,-97.66713,30.201557
231,3108,-122.40725,37.79818
232,232,-0.14658809,51.49495
233,233,-121.91446,37.310196
234,270,-94.58626,39.089577
235,235,-94.59354,39.04191
236,3108,-78.79313,35.877438
237,270,-94.58355,39.09218
238,3108,-97.73078,30.26472
239,3108,-97.66713,30.201557
240,436,-95.250175,38.95597
241,3108,-90.22394,38.634872
242,3108,-97.755905,30.265434
243,127,-97.7494,30.269102
244,8604,-71.40442,41.824577
245,3108,-86.81488,36.107414
246,235,-94.608505,38.98533
247,3108,-97.75055,30.307915
248,3108,-122.180176,48.076096
249,270,-94.370476,39.185394
250,5401,-97.521996,35.501698
251,3108,-118.34614,34.155888
252,3108,-122.3667,38.40646
253,3108,174.76385,-36.851486
254,3108,-97.715294,30.401747
255,3108,-122.40761,37.782604
256,3570,-80.19621,25.77646
257,116,-96.81717,32.93344
258,116,-96.80585,32.910404
259,259,-122.44952,37.798466
260,3108,-122.43445,37.807373
261,261,-94.77975,38.966118
262,3108,-71.04934,42.355507
263,3108,-122.403725,37.79806
264,264,-95.23612,38.96955
265,4354,-122.228424,37.49001
266,3108,-82.76557,28.018562
267,3108,-115.17118,36.102303
268,3108,-115.15455,36.110336
269,3108,-122.4234,37.755245
270,270,-94.59058,39.062157
271,291,-122.68085,45.52385
272,3108,-73.98376,40.737736
273,173,-94.83526,39.10684
274,270,-94.67033,38.87246
275,3108,23.92926,61.50619
276,116,-97.04035,32.89746
277,3108,-122.40995,37.76021
278,3108,-122.38889,37.777737
279,173,-95.26102,38.966995
280,3108,-82.45062,27.40849
281,379,-122.40148,37.789345
282,14108,-122.334,47.587997
283,3108,-94.36318,38.910587
284,3108,-122.03154,37.402115
285,379,-122.39792,37.779213
286,286,-84.32397,33.79945
287,173,-93.26668,36.643032
288,3108,-85.489105,32.60218
289,270,-71.05399,42.36415
290,3108,-122.38994,37.62095
291,291,-122.68081,45.52433
292,16434,-123.24516,49.262398
293,291,-122.61469,45.51188
294,294,-87.62513,41.874115
295,3108,-97.744896,30.301744
296,45253,-80.44212,43.424294
297,3108,-0.16416794,51.5159
298,3108,-98.0132,30.102459
299,127,-97.74931,30.26791
300,3108,-97.83301,30.482073
301,27078,-75.55551,39.160027
302,379,-122.406006,37.772446
303,379,-122.405205,37.789436
304,3108,22.582527,38.480145
305,3108,-122.159775,37.447906
306,3108,-97.75055,30.307915
307,127,-97.74931,30.26791
308,28957,-73.99498,40.728672
309,5401,-98.44264,34.62298
310,310,-77.0651,38.893932
311,436,-95.235306,38.971542
312,3108,-4.1928344,50.375694
313,3108,-77.04689,40.23867
314,127,-97.7494,30.269102
315,270,38.78743,8.996426
316,30,-97.750046,30.24907
317,3108,-74.00963,40.705845
318,318,-122.297806,47.662575
319,3,-122.42159,37.76827
320,49484,-96.07631,36.105923
321,127,-97.74931,30.26791
322,270,-94.58599,39.08979
323,3108,-97.76181,30.261751
324,4354,-122.39486,37.77945
325,379,-122.40357,37.764717
326,326,-79.83173,36.085144
327,3108,-116.54693,33.832497
328,3108,8.585472,50.05105
329,329,-111.66018,40.23381
330,3108,-0.5715011,53.731926
331,5401,-97.52488,35.50821
332,3108,-122.4153,37.803787
333,3108,-97.34655,30.340832
334,379,-122.437805,37.80045
335,3108,-97.78044,30.245378
336,3108,-122.39298,37.782566
337,270,-94.33449,39.00287
338,173,-122.57767,45.502182
339,4354,-90.257835,29.98397
340,3108,-75.116135,40.107864
341,23106,-74.43163,39.359436
342,270,-94.627075,38.92289
343,127,-95.93455,30.419466
344,3108,-122.397354,37.762413
345,345,-80.91828,35.24007
346,3108,-73.99457,40.73923
347,1652,17.967432,59.34201
348,3108,-95.474945,30.172113
349,3108,-0.78360736,53.055645
350,3108,-75.24356,39.87449
351,3108,-87.62753,41.8803
352,3108,-90.06908,29.947525
353,3108,-97.740524,30.274292
354,3108,-97.74909,30.250523
355,270,-121.92633,37.366455
356,356,-94.737915,39.01833
357,270,-92.34547,38.96525
358,3108,-76.61649,39.28949
359,3108,-122.30042,37.55339
360,3108,-79.237015,43.72242
361,291,-122.68469,45.530815
362,3108,-79.103714,36.11098
363,3108,-118.32336,34.101162
364,373,-121.97763,37.30672
365,270,-94.24666,38.93941
366,3108,-97.79204,30.460798
367,5401,-97.738976,35.498505
368,15473,-96.79764,32.790478
369,3,-122.403564,37.78648
370,270,-94.59474,39.041054
371,3108,-86.74712,36.1109
372,372,-81.37771,28.542212
373,373,-122.02949,37.333096
374,270,-104.98648,39.725433
375,291,-122.647964,45.473736
376,4354,-122.272575,37.870266
377,40315,-105.949196,35.672516
378,3108,-53.542965,-34.038116
379,379,-122.422714,37.77584
380,3108,-73.980896,40.773815
381,6816,-97.297646,37.69343
382,3108,-97.79639,30.217937
383,270,-94.46404,39.003384
384,3108,-97.74049,30.274189
385,550,-94.594574,39.042484
386,3108,-122.44023,37.80847
387,387,-78.90009,35.99577
388,379,-122.421455,37.77364
389,389,-122.39271,37.794884
390,3108,-83.14393,42.486942
391,3108,-84.37133,33.774517
392,291,-122.67812,45.52254
393,3108,-87.625755,41.88449
394,1238,-97.74325,30.269047
395,3108,-21.933613,64.14665
396,127,-97.73993,30.307365
